,title,name,rating,rental_duration,rental_rate,length,replacement_cost,special_features,rental_date
12410,Boogie Amelie,Music,R,6,4.99,121,11.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 09:54:01
12411,Spiking Element,Classics,G,7,2.99,79,12.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 09:56:48
12412,Scalawag Duck,Music,NC-17,6,4.99,183,13.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 09:57:00
12413,Trip Newton,Action,PG-13,7,4.99,64,14.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 09:59:36
12414,Pity Bound,Drama,NC-17,5,4.99,60,19.99,['Commentaries'],2005-08-18 10:01:48
12415,Brooklyn Desert,Foreign,R,7,4.99,161,21.99,['Commentaries'],2005-08-18 10:01:50
12416,Thief Pelican,Animation,PG-13,5,4.99,135,28.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 10:04:06
12417,Harry Idaho,Drama,PG-13,5,4.99,121,18.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 10:13:12
12418,Details Packer,Games,R,4,4.99,88,17.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 10:14:52
12419,Hysterical Grail,Sports,PG,5,4.99,150,19.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 10:16:57
12420,Hours Rage,New,NC-17,4,0.99,122,14.99,"['Trailers', 'Deleted Scenes']",2005-08-18 10:18:06
12421,Confidential Interview,Music,NC-17,6,4.99,180,13.99,['Commentaries'],2005-08-18 10:24:11
12422,Grit Clockwork,Games,PG,3,0.99,137,21.99,"['Trailers', 'Deleted Scenes']",2005-08-18 10:24:17
12423,Snowman Rollercoaster,Animation,G,3,0.99,62,27.99,['Trailers'],2005-08-18 10:24:21
12424,Paradise Sabrina,Comedy,PG-13,5,2.99,48,12.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 10:26:46
12425,Newton Labyrinth,Foreign,PG,4,0.99,75,9.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 10:32:41
12426,Willow Tracy,Family,R,6,2.99,137,22.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 10:34:59
12427,Manchurian Curtain,Family,PG,5,2.99,177,27.99,"['Trailers', 'Commentaries']",2005-08-18 10:35:13
12428,Groundhog Uncut,Comedy,PG-13,6,4.99,139,26.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 10:37:49
12429,Pianist Outfield,New,NC-17,6,0.99,136,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 10:38:08
12430,Queen Luke,Drama,PG,5,4.99,163,22.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 10:38:31
12431,South Wait,Action,R,4,2.99,143,21.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 10:41:05
12432,Telegraph Voyage,Music,PG,3,4.99,148,20.99,['Commentaries'],2005-08-18 10:42:43
12433,Hustler Party,Comedy,NC-17,3,4.99,83,22.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 10:42:52
12434,Pure Runner,Comedy,NC-17,3,2.99,121,25.99,"['Trailers', 'Deleted Scenes']",2005-08-18 10:44:57
12435,Music Boondock,Family,R,7,0.99,129,17.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 10:47:35
12436,Intrigue Worst,Foreign,G,6,0.99,181,10.99,['Deleted Scenes'],2005-08-18 10:47:57
12437,Alley Evolution,Foreign,NC-17,6,2.99,180,23.99,"['Trailers', 'Commentaries']",2005-08-18 10:50:07
12438,Hyde Doctor,Classics,G,5,2.99,100,11.99,"['Trailers', 'Deleted Scenes']",2005-08-18 10:50:59
12439,Gilmore Boiled,Classics,R,5,0.99,163,29.99,"['Trailers', 'Behind the Scenes']",2005-08-18 10:53:12
12440,Robbers Joon,Children,PG-13,7,2.99,102,26.99,['Commentaries'],2005-08-18 10:56:20
12441,Insider Arizona,Music,NC-17,5,2.99,78,17.99,['Commentaries'],2005-08-18 10:56:29
12442,Tights Dawn,Sports,R,5,0.99,172,14.99,"['Trailers', 'Behind the Scenes']",2005-08-18 10:57:01
12443,Story Side,Action,R,7,0.99,163,27.99,"['Trailers', 'Behind the Scenes']",2005-08-18 10:59:04
12444,Chill Luck,Drama,PG,6,0.99,142,17.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 11:03:04
12445,Rushmore Mermaid,Comedy,PG-13,6,2.99,150,17.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 11:04:04
12446,Music Boondock,Family,R,7,0.99,129,17.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 11:04:42
12447,Untouchables Sunrise,Documentary,NC-17,5,2.99,120,11.99,"['Trailers', 'Deleted Scenes']",2005-08-18 11:14:35
12448,Madness Attacks,Foreign,PG-13,4,0.99,178,14.99,['Trailers'],2005-08-18 11:17:07
12449,Tuxedo Mile,Sports,R,3,2.99,152,24.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 11:19:02
12450,Witches Panic,Drama,NC-17,6,4.99,100,10.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 11:19:47
12451,Zorro Ark,Comedy,NC-17,3,4.99,50,18.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 11:21:51
12452,Intentions Empire,Animation,PG-13,3,2.99,107,13.99,"['Trailers', 'Behind the Scenes']",2006-02-14 15:16:03
12453,Zorro Ark,Comedy,NC-17,3,4.99,50,18.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 11:22:53
12454,Bowfinger Gables,Horror,NC-17,7,4.99,72,19.99,"['Trailers', 'Deleted Scenes']",2005-08-18 11:25:11
12455,Secret Groundhog,Documentary,PG,6,4.99,90,11.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 11:25:13
12456,Fury Murder,Children,PG-13,3,0.99,178,28.99,['Deleted Scenes'],2005-08-18 11:28:14
12457,Cupboard Sinners,Documentary,R,4,2.99,56,29.99,['Behind the Scenes'],2005-08-18 11:28:55
12458,Agent Truman,Foreign,PG,3,2.99,169,17.99,['Deleted Scenes'],2005-08-18 11:31:34
12459,Home Pity,Music,R,7,4.99,185,15.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 11:33:34
12460,Grease Youth,Family,G,7,0.99,135,20.99,"['Trailers', 'Deleted Scenes']",2005-08-18 11:35:02
12461,Money Harold,New,PG,3,2.99,135,17.99,"['Trailers', 'Commentaries']",2005-08-18 11:36:55
12462,Feud Frogmen,Family,R,6,0.99,98,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 11:40:09
12463,Gone Trouble,Drama,R,7,2.99,84,20.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 11:41:47
12464,Lights Deer,Classics,R,7,0.99,174,21.99,['Commentaries'],2005-08-18 11:53:07
12465,English Bulworth,Sci-Fi,PG-13,3,0.99,51,18.99,['Deleted Scenes'],2005-08-18 11:55:42
12466,Barbarella Streetcar,Sci-Fi,G,6,2.99,65,27.99,['Behind the Scenes'],2005-08-18 11:57:00
12467,Wife Turn,Documentary,NC-17,3,4.99,183,27.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 11:58:48
12468,Egg Igby,Documentary,PG,4,2.99,67,20.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 11:59:44
12469,Jerk Paycheck,Classics,NC-17,3,2.99,172,13.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:10:03
12470,Platoon Instinct,New,PG-13,6,4.99,132,10.99,"['Trailers', 'Commentaries']",2005-08-18 12:14:21
12471,Musketeers Wait,Classics,PG,7,4.99,73,17.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:22:40
12472,Wonka Sea,Animation,NC-17,6,2.99,85,24.99,"['Trailers', 'Commentaries']",2005-08-18 12:25:01
12473,Wonderland Christmas,Sci-Fi,PG,4,4.99,111,19.99,['Commentaries'],2005-08-18 12:25:16
12474,Dozen Lion,Documentary,NC-17,6,4.99,177,20.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:26:37
12475,Road Roxanne,Documentary,R,4,4.99,158,12.99,['Behind the Scenes'],2005-08-18 12:26:43
12476,Lonely Elephant,Comedy,G,3,2.99,67,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:31:34
12477,Spice Sorority,Drama,NC-17,5,4.99,141,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:37:36
12478,Hall Cassidy,Children,NC-17,5,4.99,51,13.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 12:38:37
12479,Sleuth Orient,Games,NC-17,4,0.99,87,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:39:37
12480,Bowfinger Gables,Horror,NC-17,7,4.99,72,19.99,"['Trailers', 'Deleted Scenes']",2005-08-18 12:41:41
12481,Panther Reds,Sci-Fi,NC-17,5,4.99,109,22.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:42:50
12482,Mars Roman,Games,NC-17,6,0.99,62,21.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 12:45:24
12483,Right Cranes,Classics,PG-13,7,4.99,153,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 12:48:22
12484,Boogie Amelie,Music,R,6,4.99,121,11.99,"['Commentaries', 'Behind the Scenes']",2006-02-14 15:16:03
12485,Galaxy Sweethearts,Classics,R,4,4.99,128,13.99,['Deleted Scenes'],2005-08-18 12:48:45
12486,League Hellfighters,Classics,PG-13,5,4.99,110,25.99,['Trailers'],2005-08-18 12:48:45
12487,Newton Labyrinth,Foreign,PG,4,0.99,75,9.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:49:04
12488,Patton Interview,Horror,PG,4,2.99,175,22.99,['Commentaries'],2005-08-18 12:53:38
12489,State Wasteland,Games,NC-17,4,2.99,113,13.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 12:53:49
12490,Easy Gladiator,Action,G,5,4.99,148,12.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 12:56:37
12491,Brooklyn Desert,Foreign,R,7,4.99,161,21.99,['Commentaries'],2005-08-18 12:58:25
12492,Conspiracy Spirit,Classics,PG-13,4,2.99,184,27.99,"['Trailers', 'Commentaries']",2005-08-18 12:58:40
12493,Divine Resurrection,Games,R,4,2.99,100,19.99,"['Trailers', 'Commentaries']",2005-08-18 13:01:08
12494,Metropolis Coma,Sci-Fi,PG-13,4,2.99,64,9.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 13:05:37
12495,Airplane Sierra,Comedy,PG-13,6,4.99,62,28.99,"['Trailers', 'Deleted Scenes']",2005-08-18 13:05:51
12496,Closer Bang,Comedy,R,5,4.99,58,12.99,"['Trailers', 'Behind the Scenes']",2005-08-18 13:13:13
12497,Interview Liaisons,New,R,4,4.99,59,17.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 13:16:31
12498,Secret Groundhog,Documentary,PG,6,4.99,90,11.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 13:16:46
12499,Werewolf Lola,Action,G,6,4.99,79,19.99,"['Trailers', 'Behind the Scenes']",2005-08-18 13:17:07
12500,Something Duck,Drama,NC-17,4,4.99,180,17.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 13:17:30
12501,Dragonfly Strangers,New,NC-17,6,4.99,133,19.99,"['Trailers', 'Behind the Scenes']",2006-02-14 15:16:03
12502,Attacks Hate,Sci-Fi,PG-13,5,4.99,113,21.99,"['Trailers', 'Behind the Scenes']",2005-08-18 13:19:13
12503,Divide Monster,Sci-Fi,PG-13,6,2.99,68,13.99,"['Trailers', 'Commentaries']",2005-08-18 13:20:13
12504,Loverboy Attacks,New,PG-13,7,0.99,162,19.99,"['Trailers', 'Behind the Scenes']",2005-08-18 13:21:52
12505,Pelican Comforts,Documentary,PG,4,4.99,48,17.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 13:22:25
12506,Dalmations Sweden,Drama,PG,4,0.99,106,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 13:23:19
12507,Sun Confessions,Sci-Fi,R,5,0.99,141,9.99,"['Trailers', 'Behind the Scenes']",2005-08-18 13:28:27
12508,Agent Truman,Foreign,PG,3,2.99,169,17.99,['Deleted Scenes'],2005-08-18 13:31:45
12509,Reunion Witches,Drama,R,3,0.99,63,26.99,['Commentaries'],2005-08-18 13:33:55
12510,Monterey Labyrinth,Horror,G,6,0.99,158,13.99,"['Trailers', 'Commentaries']",2005-08-18 13:39:26
12511,Expecations Natural,Travel,PG-13,5,4.99,138,26.99,['Deleted Scenes'],2005-08-18 13:39:53
12512,Operation Operation,Comedy,G,7,2.99,156,23.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 13:40:20
12513,Stepmom Dream,Foreign,NC-17,7,4.99,48,9.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 13:41:32
12514,Lights Deer,Classics,R,7,0.99,174,21.99,['Commentaries'],2005-08-18 13:42:14
12515,Christmas Moonshine,Children,NC-17,7,0.99,150,21.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 13:42:45
12516,Detective Vision,Classics,PG-13,4,0.99,143,16.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 13:43:07
12517,Westward Seabiscuit,Classics,NC-17,7,0.99,52,11.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 13:45:40
12518,Crusade Honey,Sports,R,4,2.99,112,27.99,['Commentaries'],2005-08-18 13:45:41
12519,Creatures Shakespeare,Games,NC-17,3,0.99,139,23.99,"['Trailers', 'Deleted Scenes']",2006-02-14 15:16:03
12520,League Hellfighters,Classics,PG-13,5,4.99,110,25.99,['Trailers'],2005-08-18 13:48:31
12521,Searchers Wait,Comedy,NC-17,3,2.99,182,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 13:48:43
12522,Maltese Hope,Games,PG-13,6,4.99,127,26.99,['Behind the Scenes'],2005-08-18 13:48:46
12523,Roman Punk,Music,NC-17,7,0.99,81,28.99,['Trailers'],2005-08-18 13:52:41
12524,Homeward Cider,Documentary,R,5,0.99,103,19.99,['Trailers'],2005-08-18 13:53:36
12525,Disturbing Scarface,Sci-Fi,R,6,2.99,94,27.99,"['Trailers', 'Behind the Scenes']",2005-08-18 13:54:48
12526,Muscle Bright,Travel,G,7,2.99,185,23.99,['Deleted Scenes'],2005-08-18 13:57:50
12527,Amistad Midsummer,New,G,6,2.99,85,10.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 13:57:58
12528,Confidential Interview,Music,NC-17,6,4.99,180,13.99,['Commentaries'],2005-08-18 14:01:40
12529,Desert Poseidon,Horror,R,4,4.99,64,27.99,"['Trailers', 'Behind the Scenes']",2005-08-18 14:04:41
12530,Outbreak Divine,Games,NC-17,6,0.99,169,12.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:05:22
12531,Lawless Vision,Animation,G,6,4.99,181,29.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:06:06
12532,Alamo Videotape,Foreign,G,6,0.99,126,16.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 14:06:39
12533,Fantasia Park,Games,G,5,2.99,131,29.99,['Commentaries'],2005-08-18 14:09:09
12534,Rear Trading,Action,NC-17,6,0.99,97,23.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 14:10:09
12535,Nemo Campus,Sci-Fi,NC-17,5,2.99,131,23.99,['Trailers'],2005-08-18 14:17:30
12536,Volcano Texas,Games,NC-17,6,0.99,157,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:18:30
12537,Hills Neighbors,Action,G,5,0.99,93,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:21:11
12538,Bingo Talented,Sci-Fi,PG-13,5,2.99,150,22.99,"['Trailers', 'Commentaries']",2005-08-18 14:23:55
12539,Spiking Element,Classics,G,7,2.99,79,12.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:25:51
12540,Horn Working,Animation,PG,4,2.99,95,23.99,['Trailers'],2005-08-18 14:28:00
12541,Chainsaw Uptown,Sci-Fi,PG,6,0.99,114,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:29:37
12542,Peak Forever,Sports,PG,7,4.99,80,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:29:39
12543,Coast Rainbow,Documentary,PG,4,0.99,55,20.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 14:35:26
12544,Destiny Saturday,New,G,4,4.99,56,20.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 14:38:07
12545,Uptown Young,Children,PG,5,2.99,84,16.99,['Commentaries'],2005-08-18 14:40:38
12546,Jade Bunch,Sports,NC-17,6,2.99,174,21.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 14:46:26
12547,Varsity Trip,New,NC-17,7,2.99,85,14.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 14:46:34
12548,Oleander Clue,Music,PG,5,0.99,161,12.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 14:46:54
12549,Clerks Angels,Documentary,G,3,4.99,164,15.99,['Commentaries'],2005-08-18 14:47:28
12550,Westward Seabiscuit,Classics,NC-17,7,0.99,52,11.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 14:49:22
12551,Horn Working,Animation,PG,4,2.99,95,23.99,['Trailers'],2005-08-18 14:49:55
12552,Bikini Borrowers,Animation,NC-17,7,4.99,142,26.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 14:51:03
12553,Arizona Bang,Classics,PG,3,2.99,121,28.99,"['Trailers', 'Deleted Scenes']",2005-08-18 14:52:35
12554,Airport Pollock,Horror,R,6,4.99,54,15.99,['Trailers'],2005-08-18 14:53:58
12555,Contact Anonymous,Travel,PG-13,7,2.99,166,10.99,['Commentaries'],2005-08-18 14:54:19
12556,Congeniality Quest,Sports,PG-13,6,0.99,87,21.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 14:58:51
12557,Candidate Perdition,Classics,R,4,2.99,70,10.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 15:00:03
12558,Married Go,Sci-Fi,G,7,2.99,114,22.99,['Behind the Scenes'],2005-08-18 15:08:29
12559,Beach Heartbreakers,Documentary,G,6,2.99,122,16.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 15:11:35
12560,Enemy Odds,Music,NC-17,5,4.99,77,23.99,['Trailers'],2005-08-18 15:12:17
12561,Goldmine Tycoon,Sci-Fi,R,6,0.99,153,20.99,"['Trailers', 'Behind the Scenes']",2005-08-18 15:13:04
12562,Oscar Gold,Animation,PG,7,2.99,115,29.99,['Behind the Scenes'],2005-08-18 15:14:36
12563,Miracle Virtual,Animation,PG-13,3,2.99,162,19.99,"['Trailers', 'Deleted Scenes']",2005-08-18 15:15:44
12564,Destiny Saturday,New,G,4,4.99,56,20.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 15:20:46
12565,Sunrise League,Animation,PG-13,3,4.99,135,19.99,['Behind the Scenes'],2005-08-18 15:23:31
12566,Details Packer,Games,R,4,4.99,88,17.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 15:31:18
12567,Family Sweet,Horror,R,4,0.99,155,24.99,['Trailers'],2005-08-18 15:32:54
12568,Fever Empire,Games,R,5,4.99,158,20.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 15:32:57
12569,Armageddon Lost,Sci-Fi,G,5,0.99,99,10.99,['Trailers'],2006-02-14 15:16:03
12570,Sabrina Midnight,Children,PG,5,4.99,99,11.99,"['Trailers', 'Behind the Scenes']",2005-08-18 15:37:42
12571,Bingo Talented,Sci-Fi,PG-13,5,2.99,150,22.99,"['Trailers', 'Commentaries']",2005-08-18 15:38:31
12572,Tourist Pelican,Sports,PG-13,4,4.99,152,18.99,['Deleted Scenes'],2005-08-18 15:39:46
12573,Dancing Fever,Documentary,G,6,0.99,144,25.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 15:47:11
12574,Patient Sister,Classics,NC-17,7,0.99,99,29.99,"['Trailers', 'Commentaries']",2005-08-18 15:47:49
12575,Dynamite Tarzan,Classics,PG-13,4,0.99,141,27.99,['Deleted Scenes'],2005-08-18 15:49:08
12576,Velvet Terminator,Comedy,R,3,4.99,173,14.99,['Behind the Scenes'],2005-08-18 15:49:15
12577,Wind Phantom,Games,R,6,0.99,111,12.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 15:51:12
12578,Pilot Hoosiers,Family,PG,6,2.99,50,17.99,"['Trailers', 'Deleted Scenes']",2005-08-18 15:51:36
12579,Wizard Coldblooded,Music,PG,4,4.99,75,12.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 15:51:36
12580,Comforts Rush,Travel,NC-17,3,2.99,76,19.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 15:52:12
12581,Undefeated Dalmations,Horror,PG-13,7,4.99,107,22.99,['Commentaries'],2005-08-18 15:54:39
12582,Pianist Outfield,New,NC-17,6,0.99,136,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 16:03:13
12583,Circus Youth,Children,PG-13,5,2.99,90,13.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 16:04:45
12584,Date Speed,Family,R,4,0.99,104,19.99,['Commentaries'],2005-08-18 16:06:31
12585,Midsummer Groundhog,Documentary,G,3,4.99,48,27.99,"['Trailers', 'Deleted Scenes']",2005-08-18 16:11:35
12586,Clones Pinocchio,Music,R,6,2.99,124,16.99,['Behind the Scenes'],2005-08-18 16:16:41
12587,Gentlemen Stage,Foreign,NC-17,6,2.99,125,22.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 16:17:50
12588,Timberland Sky,Classics,G,3,0.99,69,13.99,['Commentaries'],2005-08-18 16:17:54
12589,Wedding Apollo,Documentary,PG,3,0.99,70,14.99,['Trailers'],2005-08-18 16:24:24
12590,Go Purple,Music,R,3,0.99,54,12.99,['Trailers'],2005-08-18 16:27:08
12591,Sinners Atlantis,Horror,PG-13,7,2.99,126,19.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 16:29:35
12592,Splendor Patton,Children,R,5,0.99,134,20.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 16:34:02
12593,Prejudice Oleander,Classics,PG-13,6,4.99,98,15.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 16:34:03
12594,Hurricane Affair,Comedy,PG,6,2.99,49,11.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 16:42:45
12595,Flatliners Killer,Sports,G,5,2.99,100,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 16:44:24
12596,Pirates Roxanne,Sports,PG,4,0.99,100,20.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 16:47:52
12597,Hours Rage,New,NC-17,4,0.99,122,14.99,"['Trailers', 'Deleted Scenes']",2005-08-18 16:49:50
12598,Murder Antitrust,Children,PG,6,2.99,166,11.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 16:56:20
12599,Torque Bound,Drama,G,3,4.99,179,27.99,"['Trailers', 'Commentaries']",2005-08-18 16:58:48
12600,Falcon Volume,Animation,PG-13,5,4.99,102,21.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 16:59:37
12601,Blade Polish,Drama,PG-13,5,0.99,114,10.99,"['Trailers', 'Behind the Scenes']",2005-08-18 17:02:21
12602,Insects Stone,Animation,NC-17,3,0.99,123,14.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 17:03:49
12603,Chance Resurrection,Sports,R,3,2.99,70,22.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:05:15
12604,Labyrinth League,Children,PG-13,6,2.99,46,24.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 17:06:22
12605,Princess Giant,Documentary,NC-17,3,2.99,71,29.99,"['Trailers', 'Deleted Scenes']",2006-02-14 15:16:03
12606,Hobbit Alien,Drama,PG-13,5,0.99,157,27.99,['Commentaries'],2005-08-18 17:09:42
12607,Dinosaur Secretary,Family,R,7,2.99,63,27.99,"['Trailers', 'Behind the Scenes']",2005-08-18 17:10:05
12608,Stock Glass,New,PG,7,2.99,160,10.99,['Commentaries'],2005-08-18 17:16:01
12609,Jericho Mulan,Games,NC-17,3,2.99,171,29.99,['Commentaries'],2005-08-18 17:16:03
12610,Jacket Frisco,Drama,PG-13,5,2.99,181,16.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:16:07
12611,Outlaw Hanky,Travel,PG-13,7,4.99,148,17.99,"['Trailers', 'Commentaries']",2005-08-18 17:22:41
12612,Shakespeare Saddle,Sports,PG-13,6,2.99,60,26.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 17:22:48
12613,Betrayed Rear,Children,NC-17,5,4.99,122,26.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:24:02
12614,Deceiver Betrayed,Drama,NC-17,7,0.99,122,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:24:15
12615,Mob Duffel,Drama,G,4,0.99,105,25.99,['Trailers'],2005-08-18 17:26:38
12616,Youth Kick,Music,NC-17,4,0.99,179,14.99,"['Trailers', 'Behind the Scenes']",2005-08-18 17:31:36
12617,Bed Highball,Documentary,NC-17,5,2.99,106,23.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 17:34:11
12618,Slacker Liaisons,Drama,R,7,4.99,179,29.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 17:34:19
12619,Dragonfly Strangers,New,NC-17,6,4.99,133,19.99,"['Trailers', 'Behind the Scenes']",2005-08-18 17:35:00
12620,Mine Titans,New,PG-13,3,4.99,166,12.99,"['Trailers', 'Deleted Scenes']",2005-08-18 17:36:19
12621,Unbreakable Karate,New,G,3,0.99,62,16.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:36:45
12622,South Wait,Action,R,4,2.99,143,21.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 17:37:11
12623,Purple Movie,Foreign,R,4,2.99,88,9.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 17:40:25
12624,Gosford Donnie,Action,G,5,4.99,129,17.99,['Commentaries'],2005-08-18 17:40:33
12625,Fish Opus,Sci-Fi,R,4,2.99,125,22.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:49:28
12626,Music Boondock,Family,R,7,0.99,129,17.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 17:52:51
12627,Contact Anonymous,Travel,PG-13,7,2.99,166,10.99,['Commentaries'],2005-08-18 17:54:21
12628,Virtual Spoilers,Family,NC-17,3,4.99,144,14.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 17:55:38
